RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Caucasian,F,65+,CHEBOYGAN,postcards,lpv,21
Native American,F,30-44,INGHAM,mail,lpv,3
Unknown,F,30-44,BAY,text,scomi,21
Hispanic,M,18-29,ISABELLA,text,oakland,2
Unknown,M,45-64,KALAMAZOO,call,lpv,80
Black,M,65+,MACOMB,text,oakland,6
Black,F,65+,MUSKEGON,postcards,lpv,20
Caucasian,M,65+,BARAGA,text,scomi,2
Caucasian,F,65+,ANTRIM,text,scomi,9
Caucasian,F,30-44,EMMET,postcards,lpv,3
Caucasian,F,45-64,MACOMB,call,oakland,22
Unknown,F,45-64,WAYNE,phone,oakland prosecutor,2
Hispanic,F,45-64,ROSCOMMON,text,lpv,12
Hispanic,M,65+,GRATIOT,text,lpv,92
Caucasian,F,45-64,KALKASKA,text,scomi,6
Black,F,65+,GRAND TRAVERSE,call,lpv,2
Caucasian,F,45-64,ANTRIM,postcards,lpv,7
Black,F,45-64,CLINTON,mail,lpv,12
Unknown,F,65+,INGHAM,call,lpv,21
Caucasian,M,45-64,EATON,call,lpv,5
Caucasian,M,65+,ST. CLAIR,text,oakland county prosecutor race,5
Hispanic,M,30-44,LAPEER,text,oakland,1
Caucasian,F,45-64,MIDLAND,postcards,lpv,24
Black,M,30-44,SHIAWASSEE,call,lpv,6
Unknown,F,30-44,CHEBOYGAN,text,lpv,4
Asian,F,45-64,OTTAWA,postcards,lpv,6
Caucasian,M,18-29,ALPENA,text,scomi,2
Unknown,F,18-29,BENZIE,call,lpv,3
Black,F,30-44,HILLSDALE,text,lpv,2
Caucasian,F,30-44,WASHTENAW,call,oakland,9
Caucasian,M,18-29,GRAND TRAVERSE,text,oakland county prosecutor race,5
Asian,M,30-44,SHIAWASSEE,text,lpv,6
Unknown,M,45-64,JACKSON,text,scomi,4
Hispanic,M,18-29,NEWAYGO,postcards,lpv,2
Caucasian,M,18-29,ISABELLA,text,oakland county prosecutor race,6
Caucasian,M,18-29,ROSCOMMON,postcards,lpv,5
Hispanic,M,65+,ONTONAGON,call,lpv,1
Caucasian,M,30-44,GLADWIN,mail,lpv,4
Unknown,F,18-29,LAKE,call,lpv,1
Black,F,45-64,MACOMB,mail,lpv,8413
Caucasian,F,65+,MACOMB,postcards,lpv,878
Caucasian,M,30-44,OAKLAND,mail,oakland,45108
Caucasian,F,18-29,CALHOUN,call,lpv,1165
Black,F,18-29,WAYNE,text,oakland,470
Hispanic,F,30-44,WAYNE,text,lpv,11185
Hispanic,F,18-29,OTTAWA,text,lpv,4492
Black,M,18-29,MUSKEGON,mail,lpv,677
Caucasian,M,45-64,BENZIE,text,scomi,2
Asian,M,18-29,KENT,call,lpv,193
Caucasian,M,18-29,MASON,text,lpv,371
Hispanic,M,45-64,WASHTENAW,text,scomi,143
Black,F,18-29,CALHOUN,postcards,lpv,3
Caucasian,M,45-64,KALAMAZOO,mail,lpv,95
Caucasian,M,18-29,SANILAC,text,scomi,7
Hispanic,F,65+,BAY,text,lpv,315
Hispanic,F,30-44,MONTCALM,text,lpv,106
Hispanic,F,18-29,CHARLEVOIX,text,lpv,19
Caucasian,M,30-44,ARENAC,text,scomi,10
Hispanic,F,65+,LAPEER,text,lpv,32
Hispanic,F,30-44,EATON,mail,lpv,64
Caucasian,F,45-64,GLADWIN,text,oakland county prosecutor race,6
Hispanic,F,30-44,ARENAC,text,lpv,6
Caucasian,M,18-29,BERRIEN,postcards,lpv,10
Unknown,M,30-44,MIDLAND,call,lpv,15
Caucasian,M,45-64,WASHTENAW,text,oakland prosecutor,8
Unknown,U,18-29,WASHTENAW,text,lpv,22
Caucasian,F,45-64,LENAWEE,text,oakland,11
Caucasian,M,45-64,SHIAWASSEE,call,lpv,3
Native American,F,45-64,MACKINAC,call,lpv,19
Hispanic,M,18-29,WASHTENAW,text,scomi,157
Caucasian,M,18-29,MECOSTA,text,oakland county prosecutor race,1
Unknown,M,18-29,INGHAM,text,oakland,5
Unknown,F,30-44,CHARLEVOIX,call,lpv,7
Black,F,30-44,LAKE,text,scomi,2
Caucasian,M,18-29,LIVINGSTON,phone,oakland,12
Asian,M,18-29,BENZIE,call,lpv,1
Asian,M,45-64,ALLEGAN,text,lpv,23
Caucasian,F,18-29,KENT,text,oakland prosecutor,5
Unknown,M,45-64,ALGER,call,lpv,9
Caucasian,M,45-64,LENAWEE,mail,lpv,1
Caucasian,F,65+,ALLEGAN,phone,oakland prosecutor,2
Asian,M,45-64,HOUGHTON,call,lpv,3
Caucasian,F,45-64,MASON,mail,oakland,6
Caucasian,F,30-44,EMMET,call,lpv,548
Caucasian,F,18-29,PRESQUE ISLE,text,lpv,168
Caucasian,F,18-29,MASON,postcards,lpv,10
Hispanic,F,65+,OAKLAND,text,lpv,480
Caucasian,M,18-29,MUSKEGON,mail,lpv,359
Caucasian,F,30-44,ANTRIM,call,lpv,293
Black,F,30-44,INGHAM,call,lpv,1794
Caucasian,M,18-29,CLINTON,text,lpv,2153
Black,M,30-44,EATON,call,lpv,257
Unknown,M,18-29,OAKLAND,mail,lpv,403
Caucasian,F,18-29,MONTCALM,call,lpv,612
Hispanic,F,18-29,MACOMB,text,lpv,1673
Black,F,45-64,ROSCOMMON,text,lpv,1
Black,F,65+,GENESEE,postcards,lpv,165
Caucasian,F,18-29,CASS,postcards,lpv,4
Caucasian,F,18-29,LEELANAU,mail,lpv,8
Black,M,45-64,CALHOUN,mail,lpv,804
Caucasian,M,65+,HILLSDALE,postcards,lpv,10
Hispanic,M,18-29,KALAMAZOO,text,scomi,103
Unknown,F,45-64,KALAMAZOO,call,lpv,137
Caucasian,F,18-29,ALCONA,text,lpv,82
Caucasian,F,65+,GLADWIN,postcards,lpv,21
Native American,M,30-44,WASHTENAW,text,lpv,1
Unknown,F,65+,EATON,call,lpv,15
Caucasian,M,30-44,CALHOUN,postcards,lpv,9
Asian,F,65+,OAKLAND,text,oakland prosecutor,17
Black,M,18-29,LENAWEE,mail,lpv,1
Unknown,M,65+,MARQUETTE,text,lpv,7
Caucasian,F,45-64,CLINTON,mail,lpv,1
Black,F,45-64,BERRIEN,postcards,lpv,13
Black,M,45-64,MACOMB,text,oakland county prosecutor race,6
Caucasian,F,45-64,CHEBOYGAN,call,lpv,1
Caucasian,M,18-29,CHARLEVOIX,postcards,lpv,6
Unknown,M,30-44,ALLEGAN,call,lpv,13
Black,F,45-64,MACOMB,text,oakland prosecutor,4
Caucasian,F,65+,DELTA,call,lpv,4
Caucasian,M,18-29,MANISTEE,mail,lpv,8
Asian,F,45-64,LENAWEE,text,lpv,2
Caucasian,F,45-64,GLADWIN,mail,lpv,4
Hispanic,F,65+,MARQUETTE,text,scomi,2
Black,M,65+,LENAWEE,text,lpv,3
Unknown,F,18-29,CALHOUN,postcards,lpv,6
Unknown,M,18-29,CHEBOYGAN,call,lpv,1
Asian,F,30-44,CHARLEVOIX,text,lpv,6
Caucasian,F,30-44,ISABELLA,text,oakland county prosecutor race,2
Hispanic,M,18-29,BARAGA,text,lpv,1
Black,F,45-64,OAKLAND,text,scomi,637
Caucasian,F,30-44,KALAMAZOO,call,lpv,4408
Black,F,30-44,WAYNE,text,oakland,1121
Caucasian,F,30-44,VAN BUREN,text,lpv,2691
Caucasian,F,18-29,ALLEGAN,text,lpv,3077
Caucasian,F,18-29,OTTAWA,call,lpv,4399
Hispanic,M,18-29,OTTAWA,mail,lpv,927
Caucasian,F,18-29,OTSEGO,call,lpv,221
Asian,M,18-29,MACOMB,call,lpv,633
Caucasian,F,65+,OTSEGO,text,lpv,274
Hispanic,M,45-64,SAGINAW,call,lpv,462
Hispanic,M,65+,MUSKEGON,text,lpv,248
Hispanic,F,45-64,GENESEE,call,lpv,181
Hispanic,F,18-29,WASHTENAW,text,lpv,2428
Black,F,18-29,KALAMAZOO,text,lpv,3950
Unknown,F,30-44,LENAWEE,call,lpv,61
Hispanic,M,30-44,LIVINGSTON,call,lpv,83
Caucasian,M,65+,WASHTENAW,mail,lpv,24
Unknown,M,45-64,OAKLAND,text,oakland prosecutor,126
Black,M,45-64,ISABELLA,call,lpv,29
Caucasian,F,45-64,OSCODA,text,scomi,14
Asian,F,65+,CALHOUN,call,lpv,3
Black,M,45-64,KALAMAZOO,text,scomi,33
Caucasian,F,18-29,BRANCH,postcards,lpv,5
Caucasian,M,65+,LEELANAU,phone,oakland prosecutor,2
Caucasian,F,65+,CASS,postcards,lpv,32
Caucasian,M,30-44,WASHTENAW,text,oakland county prosecutor race,43
Unknown,F,18-29,CALHOUN,call,lpv,46
Black,M,45-64,CLINTON,text,lpv,47
Unknown,M,30-44,NEWAYGO,text,lpv,30
Hispanic,F,45-64,CHARLEVOIX,call,lpv,1
Asian,F,18-29,CHIPPEWA,text,lpv,1
Black,M,45-64,MONTCALM,call,lpv,16
Hispanic,F,45-64,BARRY,text,scomi,3
Caucasian,M,30-44,LAPEER,mail,lpv,14
Caucasian,F,65+,SANILAC,mail,oakland,2
Asian,M,65+,WAYNE,mail,oakland,2
Caucasian,M,45-64,LENAWEE,call,lpv,1
Caucasian,F,65+,LIVINGSTON,phone,oakland,8
Caucasian,U,45-64,WAYNE,text,lpv,1
Unknown,F,30-44,OGEMAW,call,lpv,3
Caucasian,M,65+,MACKINAC,postcards,lpv,3
Native American,F,45-64,MACOMB,text,lpv,3
Unknown,M,18-29,MECOSTA,mail,lpv,2
Unknown,M,65+,BERRIEN,mail,lpv,6
Caucasian,M,65+,CALHOUN,mail,oakland,15
Hispanic,F,65+,WAYNE,text,oakland,5
Black,F,30-44,OTTAWA,postcards,lpv,2
Caucasian,F,45-64,BERRIEN,text,lpv,2155
Black,F,45-64,OAKLAND,mail,oakland,62244
Caucasian,F,30-44,WEXFORD,call,lpv,492
Caucasian,F,65+,BARRY,text,lpv,528
Black,F,65+,WASHTENAW,mail,lpv,607
Hispanic,M,65+,WAYNE,text,lpv,2836
Caucasian,F,30-44,OAKLAND,text,scomi,2530
Black,M,18-29,INGHAM,text,lpv,4174
Asian,F,18-29,WASHTENAW,call,lpv,748
Asian,F,18-29,OAKLAND,text,oakland county prosecutor race,594
Caucasian,M,18-29,BAY,text,lpv,3116
Black,F,65+,BERRIEN,text,lpv,2008
Black,F,30-44,KENT,text,scomi,1096
Caucasian,M,30-44,BRANCH,call,lpv,390
Black,F,30-44,SAGINAW,postcards,lpv,113
Caucasian,M,45-64,MUSKEGON,call,lpv,57
Black,F,30-44,ST. CLAIR,mail,lpv,245
Hispanic,F,30-44,MUSKEGON,call,lpv,293
Caucasian,M,45-64,OAKLAND,call,lpv,40
Unknown,F,18-29,GENESEE,mail,lpv,116
Caucasian,U,18-29,BARRY,call,lpv,3
Black,M,30-44,BERRIEN,text,scomi,99
Hispanic,M,18-29,VAN BUREN,text,scomi,5
Caucasian,M,18-29,HOUGHTON,mail,lpv,12
Black,M,65+,MACOMB,postcards,lpv,23
Caucasian,F,30-44,OTSEGO,text,scomi,8
Black,F,65+,WAYNE,phone,oakland,41
Unknown,F,45-64,CHARLEVOIX,text,lpv,6
Hispanic,F,18-29,IONIA,text,lpv,101
Hispanic,F,65+,OTTAWA,call,lpv,121
Hispanic,F,18-29,GRATIOT,mail,lpv,1
Caucasian,M,30-44,ST. CLAIR,text,oakland county prosecutor race,13
Hispanic,M,18-29,GRATIOT,call,lpv,26
Black,M,18-29,INGHAM,text,oakland county prosecutor race,5
Hispanic,F,65+,DELTA,call,lpv,2
Caucasian,U,18-29,WAYNE,call,lpv,15
Hispanic,M,65+,ANTRIM,call,lpv,3
Hispanic,M,65+,ALLEGAN,postcards,lpv,2
Caucasian,F,30-44,LEELANAU,postcards,lpv,10
Caucasian,F,30-44,OTTAWA,text,oakland prosecutor,2
Unknown,F,65+,CLINTON,text,scomi,7
Unknown,M,18-29,SHIAWASSEE,text,lpv,27
Black,M,65+,ARENAC,text,lpv,1
Hispanic,F,30-44,INGHAM,postcards,lpv,1
Asian,F,18-29,WAYNE,text,oakland county prosecutor race,9
Black,M,30-44,OAKLAND,text,lpv,14507
Black,F,45-64,SAGINAW,text,lpv,14444
Caucasian,F,18-29,KALAMAZOO,text,lpv,15385
Unknown,F,30-44,VAN BUREN,text,lpv,80
Unknown,F,30-44,KENT,mail,lpv,507
Hispanic,M,18-29,KALAMAZOO,mail,lpv,468
Black,F,30-44,OAKLAND,postcards,lpv,193
Asian,F,45-64,INGHAM,mail,lpv,130
Unknown,M,45-64,BERRIEN,text,lpv,96
Unknown,F,45-64,INGHAM,text,oakland county prosecutor race,1
Black,M,45-64,OAKLAND,text,scomi,271
Unknown,F,30-44,MONROE,text,lpv,85
Hispanic,M,45-64,GRATIOT,call,lpv,30
Asian,F,45-64,MONROE,text,lpv,7
Unknown,F,18-29,KALAMAZOO,postcards,lpv,8
Caucasian,M,30-44,WEXFORD,text,scomi,6
Caucasian,M,65+,CASS,text,scomi,4
Caucasian,F,30-44,LIVINGSTON,text,oakland county prosecutor race,90
Caucasian,F,18-29,WAYNE,call,oakland,24
Asian,F,45-64,JACKSON,call,lpv,6
Caucasian,M,18-29,KENT,text,oakland,16
Caucasian,M,18-29,LAPEER,mail,lpv,1
Caucasian,M,45-64,MISSAUKEE,text,scomi,7
Black,U,18-29,KENT,mail,lpv,10
Black,F,45-64,KALAMAZOO,phone,oakland,6
Native American,F,30-44,MACOMB,text,scomi,6
Black,F,30-44,BRANCH,text,lpv,31
Hispanic,M,18-29,BARRY,text,lpv,61
Caucasian,M,30-44,MIDLAND,text,oakland county prosecutor race,2
Caucasian,M,65+,HILLSDALE,text,scomi,6
Caucasian,M,45-64,DELTA,text,scomi,4
Hispanic,M,30-44,CHARLEVOIX,text,lpv,32
Hispanic,M,30-44,KALAMAZOO,text,oakland county prosecutor race,1
Caucasian,F,30-44,OSCODA,text,oakland county prosecutor race,5
Caucasian,M,45-64,BAY,mail,lpv,21
Black,F,45-64,KENT,text,oakland,4
Unknown,F,45-64,SHIAWASSEE,call,lpv,5
Caucasian,M,45-64,MANISTEE,call,lpv,1
Black,M,30-44,CHARLEVOIX,call,lpv,1
Caucasian,F,18-29,ST. CLAIR,text,oakland county prosecutor race,5
Caucasian,F,45-64,ALCONA,phone,oakland prosecutor,3
Caucasian,F,30-44,LIVINGSTON,text,lpv,9405
Caucasian,M,18-29,GRAND TRAVERSE,text,lpv,1807
Caucasian,M,65+,WASHTENAW,postcards,lpv,172
Unknown,M,65+,MACOMB,call,lpv,88
Caucasian,M,45-64,MONROE,text,scomi,35
Caucasian,F,65+,HURON,postcards,lpv,34
Hispanic,F,65+,OTTAWA,text,lpv,1359
Black,M,45-64,TUSCOLA,call,lpv,7
Caucasian,F,45-64,MACOMB,postcards,lpv,160
Unknown,M,45-64,BARAGA,call,lpv,6
Caucasian,F,65+,INGHAM,phone,oakland,15
Unknown,F,65+,SAGINAW,text,scomi,49
Unknown,F,18-29,ISABELLA,text,lpv,103
Caucasian,F,30-44,GOGEBIC,postcards,lpv,3
Unknown,M,30-44,BAY,text,scomi,5
Caucasian,M,18-29,MONROE,mail,lpv,28
Unknown,F,18-29,OAKLAND,phone,oakland prosecutor,85
Unknown,M,18-29,LAPEER,text,lpv,8
Caucasian,M,45-64,ARENAC,text,scomi,4
Asian,M,18-29,INGHAM,text,oakland county prosecutor race,2
Black,F,45-64,ALLEGAN,call,lpv,13
Unknown,F,45-64,BAY,text,scomi,19
Asian,M,45-64,CHIPPEWA,text,lpv,6
Hispanic,M,45-64,BERRIEN,mail,lpv,22
Unknown,F,65+,IONIA,text,lpv,11
Black,M,18-29,VAN BUREN,call,lpv,21
Unknown,M,18-29,CLARE,text,lpv,1
Unknown,F,65+,MACKINAC,text,lpv,1
Unknown,M,45-64,ALPENA,call,lpv,1
Caucasian,U,18-29,OAKLAND,text,oakland,7
Black,F,45-64,JACKSON,text,scomi,10
Unknown,M,18-29,WASHTENAW,phone,oakland prosecutor,3
Caucasian,F,30-44,HILLSDALE,postcards,lpv,2
Unknown,F,18-29,LAKE,text,lpv,5
Native American,M,18-29,WAYNE,call,lpv,1
Hispanic,U,18-29,WAYNE,mail,lpv,1
Hispanic,M,45-64,GLADWIN,text,lpv,12
Caucasian,M,30-44,SCHOOLCRAFT,text,scomi,4
Caucasian,F,65+,ISABELLA,mail,lpv,1
Native American,F,30-44,LUCE,text,lpv,6
Caucasian,F,30-44,SAGINAW,call,lpv,2692
Caucasian,F,30-44,CASS,call,lpv,611
Caucasian,F,65+,KENT,text,lpv,5881
Caucasian,M,45-64,OTSEGO,text,lpv,211
Caucasian,F,30-44,MARQUETTE,mail,lpv,574
Black,F,30-44,MUSKEGON,text,scomi,515
Caucasian,M,18-29,OAKLAND,mail,lpv,5590
Caucasian,M,45-64,BRANCH,text,lpv,204
Caucasian,F,18-29,GRAND TRAVERSE,text,lpv,2274
Hispanic,M,30-44,SAGINAW,text,scomi,294
Caucasian,F,65+,ALGER,text,lpv,98
Hispanic,M,65+,EATON,text,scomi,10
Caucasian,M,45-64,WAYNE,postcards,lpv,268
Caucasian,F,30-44,MUSKEGON,text,scomi,635
Caucasian,F,45-64,EMMET,text,lpv,457
Unknown,F,18-29,CHIPPEWA,call,lpv,11
Black,M,30-44,OAKLAND,text,scomi,1536
Black,F,18-29,BERRIEN,call,lpv,524
Hispanic,F,18-29,WASHTENAW,text,scomi,207
Hispanic,M,45-64,MONTCALM,call,lpv,31
Black,M,65+,JACKSON,postcards,lpv,3
Caucasian,M,45-64,MACOMB,call,lpv,214
Unknown,M,65+,OAKLAND,call,oakland,169
Black,M,30-44,ALLEGAN,call,lpv,46
Black,F,18-29,OTTAWA,postcards,lpv,2
Caucasian,M,18-29,EATON,text,scomi,31
Black,M,18-29,BARAGA,call,lpv,17
Black,F,30-44,LAPEER,text,lpv,28
Hispanic,M,18-29,BRANCH,text,lpv,19
Black,M,18-29,CHARLEVOIX,call,lpv,1
Caucasian,F,65+,PRESQUE ISLE,text,scomi,11
Asian,F,18-29,GENESEE,text,lpv,74
Caucasian,M,45-64,GRAND TRAVERSE,text,oakland,3
Hispanic,F,45-64,MACOMB,text,oakland,1
Caucasian,M,45-64,IOSCO,postcards,lpv,5
Unknown,M,65+,WASHTENAW,postcards,lpv,8
Caucasian,F,45-64,MONROE,text,oakland,2
Caucasian,M,30-44,CLARE,mail,lpv,7
Unknown,F,45-64,LAKE,text,lpv,8
Black,M,45-64,CHIPPEWA,mail,lpv,2
Caucasian,F,45-64,LEELANAU,text,oakland prosecutor,1
Native American,F,18-29,CHIPPEWA,text,scomi,2
Unknown,F,45-64,IONIA,text,scomi,1
Black,F,18-29,BENZIE,call,lpv,4
Caucasian,F,65+,BENZIE,phone,oakland prosecutor,6
Caucasian,F,65+,BERRIEN,text,lpv,1945
Caucasian,F,45-64,INGHAM,mail,lpv,110
Caucasian,F,45-64,KENT,text,scomi,1798
Asian,M,30-44,OAKLAND,mail,lpv,1677
Caucasian,F,45-64,OAKLAND,text,scomi,4223
Caucasian,M,18-29,LIVINGSTON,text,lpv,6636
Unknown,F,30-44,BAY,mail,lpv,37
Asian,M,18-29,OAKLAND,text,lpv,1961
Unknown,F,45-64,SAGINAW,text,lpv,854
Caucasian,F,45-64,LAKE,text,lpv,169
Caucasian,M,30-44,WAYNE,text,oakland,243
Caucasian,F,65+,ROSCOMMON,postcards,lpv,30
Black,F,30-44,ST. CLAIR,text,scomi,60
Unknown,F,30-44,GENESEE,mail,lpv,294
Caucasian,M,18-29,EATON,mail,lpv,81
Hispanic,M,18-29,ALLEGAN,call,lpv,121
Hispanic,M,45-64,ST. CLAIR,call,lpv,76
Caucasian,M,18-29,LIVINGSTON,mail,lpv,59
Hispanic,F,45-64,BAY,call,lpv,101
Caucasian,M,30-44,INGHAM,postcards,lpv,83
Unknown,F,65+,VAN BUREN,text,lpv,37
Black,M,30-44,BRANCH,text,lpv,66
Unknown,M,45-64,GRATIOT,text,lpv,8
Black,M,45-64,SAGINAW,postcards,lpv,73
Black,M,18-29,WASHTENAW,postcards,lpv,26
Caucasian,F,18-29,IOSCO,mail,lpv,6
Asian,F,45-64,MACOMB,text,oakland county prosecutor race,10
Caucasian,M,30-44,CASS,mail,lpv,2
Caucasian,F,30-44,ST. CLAIR,phone,oakland prosecutor,2
Caucasian,M,18-29,WASHTENAW,mail,oakland,63
Caucasian,M,18-29,HILLSDALE,mail,lpv,1
Caucasian,F,65+,LAPEER,text,oakland county prosecutor race,14
Asian,M,30-44,GENESEE,mail,lpv,26
Asian,F,65+,KALAMAZOO,call,lpv,15
Hispanic,F,45-64,HOUGHTON,text,lpv,7
Caucasian,M,45-64,EMMET,text,oakland county prosecutor race,3
Caucasian,M,65+,OTSEGO,text,oakland prosecutor,1
Unknown,F,30-44,CHARLEVOIX,text,lpv,16
Hispanic,F,65+,KALKASKA,call,lpv,4
Hispanic,M,45-64,MARQUETTE,mail,lpv,4
Caucasian,F,65+,ISABELLA,phone,oakland,4
Unknown,F,65+,CLINTON,text,lpv,41
Asian,M,18-29,INGHAM,postcards,lpv,9
Asian,M,30-44,ALLEGAN,call,lpv,1
Caucasian,F,65+,KEWEENAW,text,scomi,2
Unknown,F,30-44,DELTA,text,lpv,14
Caucasian,F,65+,IOSCO,text,oakland county prosecutor race,4
Caucasian,F,65+,IOSCO,phone,oakland,6
Unknown,F,45-64,WAYNE,text,oakland county prosecutor race,10
Caucasian,F,18-29,HOUGHTON,postcards,lpv,2
Hispanic,F,18-29,CHEBOYGAN,text,lpv,6
Caucasian,M,30-44,MACOMB,text,lpv,49191
Caucasian,F,45-64,WASHTENAW,text,lpv,6007
Black,F,30-44,OTTAWA,call,lpv,214
Caucasian,M,45-64,WEXFORD,text,lpv,192
Unknown,F,18-29,WAYNE,text,lpv,4774
Caucasian,M,18-29,BERRIEN,call,lpv,1034
Asian,M,18-29,GENESEE,call,lpv,30
Hispanic,M,18-29,OAKLAND,text,oakland,730
Hispanic,F,18-29,INGHAM,text,scomi,246
Caucasian,M,65+,MACOMB,postcards,lpv,358
Hispanic,M,18-29,GENESEE,text,lpv,806
Hispanic,M,18-29,WAYNE,call,lpv,1500
Hispanic,F,18-29,ST. CLAIR,call,lpv,65
Caucasian,F,45-64,BARAGA,call,lpv,5
Caucasian,M,18-29,MACKINAC,call,lpv,27
Caucasian,M,30-44,WEXFORD,call,lpv,355
Hispanic,F,30-44,BAY,text,lpv,981
Caucasian,M,30-44,BERRIEN,mail,lpv,207
Hispanic,M,65+,WAYNE,call,lpv,417
Caucasian,F,18-29,ST. CLAIR,text,scomi,512
Hispanic,F,65+,INGHAM,text,scomi,241
Black,F,65+,OAKLAND,text,scomi,266
Hispanic,F,18-29,CHARLEVOIX,call,lpv,10
Black,F,45-64,LAPEER,text,lpv,24
Hispanic,M,45-64,MENOMINEE,call,lpv,7
Unknown,M,65+,MACOMB,postcards,lpv,7
Hispanic,M,65+,IONIA,call,lpv,21
Hispanic,F,18-29,MUSKEGON,text,scomi,37
Asian,F,65+,SAGINAW,text,lpv,15
Black,F,18-29,EATON,postcards,lpv,2
Hispanic,M,65+,JACKSON,call,lpv,25
Unknown,M,30-44,MONROE,text,lpv,68
Hispanic,F,18-29,MONTCALM,call,lpv,20
Hispanic,M,30-44,ST. CLAIR,postcards,lpv,1
Caucasian,M,18-29,BERRIEN,text,oakland prosecutor,4
Caucasian,F,65+,MUSKEGON,call,lpv,2
Native American,F,30-44,ISABELLA,text,lpv,21
Hispanic,F,45-64,LAPEER,text,oakland county prosecutor race,3
Hispanic,F,45-64,LAKE,text,lpv,15
Unknown,F,45-64,MENOMINEE,text,lpv,6
Asian,F,65+,MUSKEGON,text,lpv,12
Caucasian,F,30-44,ANTRIM,text,scomi,2
Unknown,F,65+,GENESEE,text,scomi,43
Caucasian,M,45-64,OSCODA,postcards,lpv,5
Unknown,M,45-64,MECOSTA,text,lpv,2
Black,F,18-29,BRANCH,text,lpv,23
Hispanic,F,18-29,CHEBOYGAN,call,lpv,4
Asian,F,65+,EATON,text,lpv,27
Caucasian,M,65+,CHEBOYGAN,postcards,lpv,11
Caucasian,M,18-29,HURON,mail,lpv,3
Unknown,M,45-64,ALGER,text,lpv,18
Black,M,45-64,KENT,mail,oakland,6
Caucasian,M,45-64,HILLSDALE,mail,lpv,13
Black,F,18-29,SHIAWASSEE,text,lpv,13
Caucasian,M,45-64,ST. JOSEPH,postcards,lpv,2
Unknown,M,65+,VAN BUREN,text,lpv,2
Unknown,M,18-29,MANISTEE,call,lpv,1
Native American,F,18-29,WAYNE,text,lpv,6
Caucasian,M,18-29,CHEBOYGAN,postcards,lpv,2
Black,M,18-29,OTTAWA,mail,oakland,15
Hispanic,F,65+,INGHAM,call,lpv,123
Caucasian,F,30-44,MONROE,call,lpv,2448
Black,F,18-29,WAYNE,mail,lpv,27241
Asian,M,45-64,WAYNE,mail,lpv,3182
Caucasian,F,30-44,ISABELLA,call,lpv,889
Black,F,30-44,OAKLAND,call,oakland,2621
Caucasian,M,18-29,MONROE,text,lpv,3873
Black,F,18-29,CHIPPEWA,text,lpv,42
Caucasian,M,18-29,KALAMAZOO,call,lpv,3451
Unknown,M,18-29,WASHTENAW,text,lpv,1212
Hispanic,F,18-29,OCEANA,text,lpv,193
Asian,M,30-44,MACOMB,call,lpv,1159
Caucasian,M,30-44,CLINTON,postcards,lpv,9
Hispanic,M,30-44,KENT,mail,lpv,1431
Unknown,M,45-64,SAGINAW,postcards,lpv,3
Caucasian,M,65+,KALAMAZOO,postcards,lpv,71
Unknown,F,65+,OAKLAND,text,lpv,740
Unknown,F,18-29,MACOMB,mail,lpv,714
Black,F,65+,WASHTENAW,postcards,lpv,61
Hispanic,M,30-44,ST. CLAIR,call,lpv,68
Caucasian,M,45-64,LAPEER,text,scomi,12
Caucasian,F,18-29,ALLEGAN,postcards,lpv,34
Hispanic,F,30-44,LIVINGSTON,call,lpv,65
Caucasian,F,18-29,KALKASKA,call,lpv,137
Caucasian,F,65+,ANTRIM,text,oakland,5
Caucasian,F,65+,ISABELLA,text,scomi,84
Caucasian,M,65+,EATON,postcards,lpv,42
Native American,M,45-64,WAYNE,text,scomi,3
Black,M,18-29,LAPEER,call,lpv,8
Caucasian,M,30-44,ALGER,postcards,lpv,4
Unknown,F,45-64,BERRIEN,call,lpv,55
Unknown,F,30-44,MANISTEE,text,lpv,22
Caucasian,M,30-44,MONROE,mail,lpv,19
Hispanic,M,30-44,BRANCH,call,lpv,25
Hispanic,F,30-44,SHIAWASSEE,call,lpv,40
Caucasian,F,30-44,MUSKEGON,mail,oakland,1
Caucasian,F,18-29,IONIA,text,oakland county prosecutor race,1
Hispanic,F,18-29,SANILAC,call,lpv,9
Unknown,M,45-64,BRANCH,text,lpv,19
Native American,M,30-44,MIDLAND,call,lpv,3
Caucasian,M,30-44,KEWEENAW,text,scomi,1
Hispanic,F,65+,CHIPPEWA,call,lpv,1
Asian,M,30-44,MONROE,text,oakland county prosecutor race,4
Unknown,F,45-64,WAYNE,text,oakland,2
Unknown,M,65+,HILLSDALE,call,lpv,5
Unknown,F,45-64,ALGER,call,lpv,5
Hispanic,F,18-29,OTTAWA,postcards,lpv,6
Black,M,18-29,LENAWEE,postcards,lpv,4
Hispanic,F,65+,TUSCOLA,text,lpv,13
Hispanic,F,30-44,HOUGHTON,postcards,lpv,2
Unknown,M,18-29,KALAMAZOO,postcards,lpv,2
Black,M,18-29,HURON,call,lpv,3
Native American,M,30-44,INGHAM,mail,lpv,8
Hispanic,F,45-64,MACOMB,text,oakland county prosecutor race,1
Black,F,30-44,DICKINSON,text,lpv,1
Caucasian,F,45-64,MUSKEGON,phone,oakland,3
Unknown,M,45-64,INGHAM,mail,lpv,357
Caucasian,M,18-29,MACOMB,text,lpv,39879
Unknown,M,18-29,BRANCH,text,lpv,37
