RaceName,Sex,AgeGroup,CountyName,2020_Biden_Support,count
Asian,M,30-44,Wayne,1. Strong Support,126
Asian,M,30-44,Wayne,Undecided/Unsure,31
Caucasian,M,18-29,Wayne,2. Lean Support,46
Black,F,45-64,Berrien,5. Strong Oppose,39
Unknown,F,30-44,Ottawa,Not Voting,6
Black,F,18-29,Ingham,4. Lean Oppose,4
Asian,M,45-64,Macomb,4. Lean Oppose,4
Caucasian,M,30-44,Grand Traverse,5. Strong Oppose,19
Caucasian,F,18-29,Shiawassee,Not Voting,3
Caucasian,M,18-29,Muskegon,2. Lean Support,4
Asian,M,65+,Wayne,Undecided/Unsure,1
Caucasian,F,18-29,Monroe,Not Voting,1
Black,M,65+,Oakland,5. Strong Oppose,288
Unknown,F,45-64,Macomb,1. Strong Support,48
Unknown,M,65+,Wayne,5. Strong Oppose,21
Hispanic,F,30-44,Saginaw,5. Strong Oppose,16
Hispanic,F,30-44,St. Clair,5. Strong Oppose,10
Caucasian,F,18-29,Macomb,5. Strong Oppose,193
Caucasian,F,18-29,Wayne,4. Lean Oppose,26
Asian,F,65+,Macomb,5. Strong Oppose,17
Black,M,30-44,Eaton,4. Lean Oppose,5
Caucasian,F,65+,Presque Isle,5. Strong Oppose,4
Caucasian,M,65+,Tuscola,1. Strong Support,1
Caucasian,F,65+,Gogebic,5. Strong Oppose,4
Hispanic,F,30-44,Saginaw,Undecided/Unsure,4
Black,M,30-44,Berrien,Not Voting,4
Hispanic,M,45-64,Isabella,1. Strong Support,4
Caucasian,M,18-29,Gratiot,5. Strong Oppose,3
Hispanic,M,45-64,Allegan,1. Strong Support,3
Asian,F,18-29,Kent,1. Strong Support,6
Caucasian,F,45-64,Montmorency,5. Strong Oppose,1
Black,M,45-64,Clinton,1. Strong Support,1
Caucasian,F,30-44,Muskegon,Not Voting,2
Caucasian,M,30-44,Van Buren,Undecided/Unsure,1
Caucasian,F,45-64,Oakland,5. Strong Oppose,1037
Caucasian,M,18-29,Oakland,1. Strong Support,421
Caucasian,F,18-29,Oakland,1. Strong Support,674
Asian,M,45-64,Washtenaw,Not Voting,3
Black,F,18-29,Ingham,Undecided/Unsure,16
Caucasian,F,65+,Muskegon,Not Voting,3
Caucasian,F,45-64,Shiawassee,5. Strong Oppose,10
Caucasian,F,65+,Lapeer,5. Strong Oppose,5
Caucasian,M,30-44,Lapeer,4. Lean Oppose,6
Black,M,65+,Berrien,2. Lean Support,6
Black,M,65+,Clinton,5. Strong Oppose,1
Black,F,45-64,Wayne,1. Strong Support,8525
Caucasian,M,18-29,Wayne,5. Strong Oppose,397
Caucasian,F,30-44,St. Clair,5. Strong Oppose,30
Caucasian,F,65+,Allegan,1. Strong Support,14
Caucasian,M,30-44,Genesee,2. Lean Support,22
Asian,M,18-29,Oakland,5. Strong Oppose,44
Hispanic,F,18-29,Ingham,2. Lean Support,4
Caucasian,F,30-44,Monroe,5. Strong Oppose,45
Black,M,65+,Wayne,Undecided/Unsure,76
Black,F,30-44,Calhoun,2. Lean Support,8
Unknown,M,18-29,Kent,Undecided/Unsure,6
Caucasian,F,45-64,Alger,1. Strong Support,2
Caucasian,F,65+,Livingston,Undecided/Unsure,1
Caucasian,M,65+,Eaton,1. Strong Support,3
Caucasian,M,30-44,Charlevoix,1. Strong Support,3
Black,M,45-64,Mecosta,1. Strong Support,3
Caucasian,M,30-44,Antrim,5. Strong Oppose,5
Unknown,M,65+,Kalamazoo,1. Strong Support,6
Caucasian,M,18-29,Newaygo,1. Strong Support,2
Caucasian,F,45-64,Berrien,1. Strong Support,45
Hispanic,F,45-64,Kalamazoo,1. Strong Support,15
Black,M,30-44,Kent,2. Lean Support,90
Caucasian,F,18-29,Ingham,4. Lean Oppose,6
Caucasian,F,45-64,Benzie,5. Strong Oppose,1
Black,F,65+,Berrien,Not Voting,2
Asian,M,45-64,Wayne,2. Lean Support,2
Asian,F,18-29,Genesee,1. Strong Support,1
Caucasian,F,45-64,Mecosta,5. Strong Oppose,3
Native American,F,45-64,Genesee,5. Strong Oppose,1
Caucasian,M,65+,Saginaw,4. Lean Oppose,2
Caucasian,F,65+,Washtenaw,Undecided/Unsure,7
Caucasian,M,65+,Saginaw,5. Strong Oppose,11
Caucasian,M,45-64,Wayne,4. Lean Oppose,22
Caucasian,F,18-29,Kent,1. Strong Support,490
Caucasian,F,30-44,Muskegon,Undecided/Unsure,2
Black,M,30-44,Washtenaw,2. Lean Support,35
Black,M,18-29,Calhoun,1. Strong Support,23
Black,M,45-64,Kent,5. Strong Oppose,60
Hispanic,F,30-44,Lenawee,5. Strong Oppose,5
Caucasian,F,45-64,Hillsdale,5. Strong Oppose,7
Black,M,18-29,Marquette,Undecided/Unsure,2
Hispanic,M,18-29,Genesee,Not Voting,2
Caucasian,F,45-64,Missaukee,5. Strong Oppose,4
Caucasian,M,30-44,Allegan,1. Strong Support,9
Black,M,65+,Macomb,4. Lean Oppose,3
Caucasian,M,30-44,Livingston,2. Lean Support,4
Hispanic,M,18-29,Ingham,4. Lean Oppose,3
Unknown,M,30-44,Branch,5. Strong Oppose,3
Unknown,M,45-64,Ottawa,5. Strong Oppose,3
Caucasian,F,30-44,Lenawee,4. Lean Oppose,2
Caucasian,F,18-29,Montmorency,5. Strong Oppose,1
Caucasian,F,18-29,Otsego,1. Strong Support,1
Hispanic,M,45-64,Wayne,5. Strong Oppose,67
Black,F,30-44,Genesee,5. Strong Oppose,237
Asian,F,30-44,Oakland,1. Strong Support,174
Unknown,M,30-44,Oakland,1. Strong Support,49
Caucasian,M,18-29,Livingston,5. Strong Oppose,13
Black,F,65+,Kalamazoo,Not Voting,3
Caucasian,M,45-64,Manistee,2. Lean Support,1
Caucasian,F,65+,Gratiot,5. Strong Oppose,5
Caucasian,F,65+,Ionia,2. Lean Support,1
Caucasian,F,30-44,Grand Traverse,5. Strong Oppose,24
Caucasian,M,18-29,Branch,5. Strong Oppose,1
Hispanic,M,45-64,Washtenaw,5. Strong Oppose,11
Black,F,65+,Washtenaw,Not Voting,3
Asian,M,65+,Ingham,1. Strong Support,2
Caucasian,F,65+,Marquette,Undecided/Unsure,1
Hispanic,M,45-64,Sanilac,1. Strong Support,1
Black,F,30-44,Van Buren,2. Lean Support,1
Caucasian,M,18-29,Osceola,5. Strong Oppose,1
Unknown,M,45-64,Macomb,2. Lean Support,1
Asian,M,30-44,Oakland,2. Lean Support,6
Black,M,30-44,Calhoun,5. Strong Oppose,9
Hispanic,F,30-44,Jackson,5. Strong Oppose,2
Caucasian,F,65+,Isabella,5. Strong Oppose,3
Caucasian,F,45-64,Mason,5. Strong Oppose,4
Unknown,F,18-29,Ingham,2. Lean Support,3
Unknown,F,18-29,Genesee,2. Lean Support,3
Caucasian,F,65+,Crawford,5. Strong Oppose,1
Caucasian,M,45-64,Chippewa,5. Strong Oppose,2
Caucasian,F,30-44,Bay,Undecided/Unsure,1
Unknown,M,30-44,Montcalm,5. Strong Oppose,1
Hispanic,F,18-29,Isabella,5. Strong Oppose,1
Caucasian,M,65+,Marquette,5. Strong Oppose,4
Unknown,M,65+,Saginaw,1. Strong Support,1
Black,F,18-29,Kalamazoo,1. Strong Support,59
Asian,F,45-64,Ingham,1. Strong Support,2
Black,F,30-44,Eaton,5. Strong Oppose,9
Asian,M,45-64,Kalamazoo,1. Strong Support,4
Caucasian,F,45-64,Huron,1. Strong Support,1
Hispanic,F,30-44,Ionia,1. Strong Support,6
Hispanic,M,30-44,Van Buren,1. Strong Support,3
Caucasian,M,65+,Manistee,1. Strong Support,1
Hispanic,M,45-64,Oceana,Undecided/Unsure,1
Caucasian,M,18-29,Monroe,2. Lean Support,2
Caucasian,F,45-64,Genesee,1. Strong Support,266
Unknown,F,45-64,Wayne,1. Strong Support,94
Black,F,30-44,Oakland,1. Strong Support,2468
Caucasian,F,30-44,Genesee,Not Voting,24
Hispanic,M,45-64,Ingham,Undecided/Unsure,6
Caucasian,M,30-44,Washtenaw,4. Lean Oppose,12
Black,F,30-44,Jackson,Undecided/Unsure,4
Hispanic,F,18-29,Kent,Undecided/Unsure,55
Caucasian,M,65+,Isabella,1. Strong Support,5
Caucasian,M,65+,Arenac,1. Strong Support,2
Black,F,45-64,Kent,5. Strong Oppose,79
Black,F,45-64,Kalamazoo,2. Lean Support,15
Black,M,65+,Berrien,1. Strong Support,22
Caucasian,M,18-29,Ottawa,1. Strong Support,11
Unknown,M,65+,Ingham,1. Strong Support,9
Caucasian,F,30-44,Emmet,5. Strong Oppose,8
Caucasian,F,65+,Oscoda,1. Strong Support,1
Caucasian,M,45-64,Jackson,5. Strong Oppose,11
Caucasian,M,45-64,Alger,1. Strong Support,1
Asian,F,18-29,Kent,5. Strong Oppose,1
Black,M,45-64,Shiawassee,1. Strong Support,3
Hispanic,M,45-64,Van Buren,5. Strong Oppose,4
Caucasian,F,18-29,St. Joseph,5. Strong Oppose,4
Hispanic,M,18-29,Kalamazoo,4. Lean Oppose,3
Caucasian,M,45-64,Otsego,4. Lean Oppose,1
Caucasian,M,30-44,Isabella,4. Lean Oppose,1
Unknown,F,18-29,Leelanau,2. Lean Support,1
Caucasian,M,30-44,Saginaw,2. Lean Support,1
Caucasian,M,18-29,Kalkaska,5. Strong Oppose,2
Caucasian,F,45-64,Clinton,1. Strong Support,12
Caucasian,F,30-44,Ingham,Undecided/Unsure,23
Black,M,30-44,Macomb,Undecided/Unsure,49
Caucasian,F,30-44,Tuscola,2. Lean Support,3
Caucasian,M,18-29,Kent,4. Lean Oppose,19
Caucasian,F,18-29,Osceola,5. Strong Oppose,3
Hispanic,M,30-44,Clinton,1. Strong Support,2
Caucasian,M,65+,Montcalm,5. Strong Oppose,2
Black,M,18-29,Macomb,4. Lean Oppose,2
Caucasian,F,65+,Grand Traverse,4. Lean Oppose,1
Caucasian,F,45-64,Schoolcraft,5. Strong Oppose,1
Caucasian,M,65+,Mecosta,1. Strong Support,2
Caucasian,F,65+,Cheboygan,5. Strong Oppose,1
Asian,F,30-44,Washtenaw,4. Lean Oppose,1
Caucasian,F,18-29,Kalamazoo,5. Strong Oppose,48
Caucasian,M,30-44,Livingston,1. Strong Support,13
Caucasian,F,18-29,Van Buren,Undecided/Unsure,2
Black,M,18-29,Macomb,2. Lean Support,19
Black,F,45-64,Ingham,2. Lean Support,16
Caucasian,F,45-64,Hillsdale,1. Strong Support,3
Unknown,M,18-29,Macomb,Undecided/Unsure,3
Hispanic,F,65+,Genesee,5. Strong Oppose,9
Black,M,30-44,Luce,5. Strong Oppose,3
Unknown,F,30-44,Ingham,4. Lean Oppose,2
Caucasian,M,45-64,Missaukee,5. Strong Oppose,1
Caucasian,F,30-44,Alcona,4. Lean Oppose,1
Caucasian,M,65+,Grand Traverse,Not Voting,1
Black,M,18-29,Wayne,Undecided/Unsure,312
Hispanic,M,45-64,Kent,Not Voting,20
Caucasian,M,45-64,Ottawa,5. Strong Oppose,3
Black,M,30-44,Ingham,1. Strong Support,66
Black,F,30-44,Kent,5. Strong Oppose,111
Hispanic,F,65+,Oakland,Undecided/Unsure,3
Black,M,45-64,Wayne,4. Lean Oppose,106
Caucasian,M,18-29,Ottawa,Undecided/Unsure,7
Caucasian,F,45-64,Clinton,5. Strong Oppose,7
Caucasian,F,45-64,Eaton,4. Lean Oppose,3
Caucasian,F,18-29,Mecosta,1. Strong Support,3
Caucasian,M,45-64,Eaton,4. Lean Oppose,1
Caucasian,F,30-44,Manistee,1. Strong Support,2
Hispanic,M,45-64,Genesee,1. Strong Support,18
Caucasian,M,30-44,Macomb,5. Strong Oppose,344
Hispanic,F,65+,Saginaw,5. Strong Oppose,7
Caucasian,F,30-44,Kalamazoo,Undecided/Unsure,39
Black,F,30-44,Genesee,Not Voting,61
Hispanic,M,45-64,Wayne,2. Lean Support,8
Unknown,M,30-44,Genesee,5. Strong Oppose,6
Unknown,F,30-44,Washtenaw,1. Strong Support,34
Hispanic,M,18-29,Allegan,1. Strong Support,4
Caucasian,F,18-29,Ottawa,5. Strong Oppose,11
Caucasian,F,18-29,Roscommon,4. Lean Oppose,2
Black,F,30-44,Calhoun,Not Voting,2
Caucasian,M,65+,St. Joseph,1. Strong Support,1
Caucasian,F,30-44,Lapeer,Undecided/Unsure,2
Black,F,30-44,St. Clair,1. Strong Support,5
Caucasian,M,30-44,Hillsdale,1. Strong Support,1
Unknown,M,30-44,Kent,5. Strong Oppose,6
Asian,M,30-44,Macomb,Undecided/Unsure,14
Hispanic,M,30-44,Muskegon,5. Strong Oppose,6
Hispanic,F,45-64,Allegan,1. Strong Support,1
Caucasian,F,45-64,Cass,5. Strong Oppose,2
Caucasian,M,65+,Branch,1. Strong Support,1
Hispanic,F,45-64,Berrien,Undecided/Unsure,1
Caucasian,M,45-64,Branch,5. Strong Oppose,1
Black,F,45-64,Tuscola,1. Strong Support,1
Caucasian,F,45-64,Lapeer,5. Strong Oppose,11
Caucasian,M,65+,Grand Traverse,1. Strong Support,7
Caucasian,F,45-64,Mackinac,Not Voting,1
Hispanic,F,45-64,Muskegon,Undecided/Unsure,3
Caucasian,M,30-44,Berrien,Undecided/Unsure,3
Hispanic,F,18-29,Wayne,Not Voting,5
Hispanic,F,30-44,Washtenaw,2. Lean Support,1
Unknown,M,45-64,Branch,1. Strong Support,1
Caucasian,F,45-64,Saginaw,4. Lean Oppose,4
Hispanic,M,45-64,Muskegon,5. Strong Oppose,1
Black,F,30-44,Chippewa,5. Strong Oppose,1
Caucasian,M,18-29,Wayne,4. Lean Oppose,40
Black,M,30-44,St. Clair,5. Strong Oppose,7
Asian,M,65+,Oakland,2. Lean Support,8
Hispanic,F,18-29,Oakland,4. Lean Oppose,3
Asian,F,65+,Oakland,Not Voting,1
Caucasian,F,30-44,Livingston,5. Strong Oppose,32
Caucasian,M,45-64,Alpena,1. Strong Support,3
Caucasian,F,18-29,Schoolcraft,5. Strong Oppose,2
Caucasian,F,45-64,Ionia,2. Lean Support,2
Caucasian,M,65+,Keweenaw,1. Strong Support,1
Caucasian,F,30-44,Livingston,4. Lean Oppose,5
Asian,F,65+,Kent,1. Strong Support,4
Unknown,M,45-64,Kent,5. Strong Oppose,3
Caucasian,F,18-29,Ionia,5. Strong Oppose,4
Unknown,M,18-29,Wayne,4. Lean Oppose,3
Caucasian,F,45-64,Bay,Not Voting,1
Caucasian,F,30-44,Osceola,1. Strong Support,1
Caucasian,F,30-44,Antrim,5. Strong Oppose,2
Hispanic,F,18-29,Berrien,4. Lean Oppose,1
Caucasian,M,30-44,Mecosta,2. Lean Support,1
Caucasian,F,65+,Newaygo,Undecided/Unsure,1
Caucasian,M,18-29,Eaton,4. Lean Oppose,1
Caucasian,F,65+,Macomb,2. Lean Support,21
Caucasian,F,65+,Sanilac,5. Strong Oppose,3
Unknown,M,45-64,Oakland,1. Strong Support,51
Asian,F,45-64,Kent,1. Strong Support,23
Unknown,M,30-44,Oakland,5. Strong Oppose,16
Caucasian,F,18-29,Livingston,5. Strong Oppose,14
Caucasian,F,18-29,Gogebic,1. Strong Support,2
Black,F,18-29,Saginaw,5. Strong Oppose,45
Black,M,65+,Saginaw,1. Strong Support,36
Unknown,F,18-29,Lenawee,5. Strong Oppose,1
Caucasian,M,30-44,Mecosta,1. Strong Support,8
Caucasian,F,45-64,Wexford,1. Strong Support,1
Caucasian,M,30-44,Wexford,5. Strong Oppose,4
Black,F,45-64,Muskegon,Not Voting,3
Unknown,F,30-44,Calhoun,4. Lean Oppose,6
Caucasian,F,30-44,Marquette,Undecided/Unsure,3
Hispanic,M,30-44,Wayne,Not Voting,4
Unknown,F,18-29,Ottawa,Undecided/Unsure,3
Asian,F,30-44,Kent,Not Voting,3
Caucasian,M,45-64,Livingston,Undecided/Unsure,1
Caucasian,F,45-64,Oscoda,5. Strong Oppose,1
Caucasian,M,45-64,Cass,Undecided/Unsure,1
Caucasian,F,30-44,Arenac,4. Lean Oppose,1
Hispanic,M,30-44,Wayne,1. Strong Support,56
Black,M,18-29,Genesee,5. Strong Oppose,75
Black,F,18-29,Kent,Not Voting,10
Hispanic,F,30-44,Oakland,Not Voting,5
Caucasian,M,30-44,Livingston,5. Strong Oppose,23
Hispanic,F,45-64,Kent,5. Strong Oppose,35
Caucasian,F,18-29,St. Joseph,4. Lean Oppose,1
Caucasian,F,18-29,Clinton,5. Strong Oppose,14
Black,M,30-44,Calhoun,1. Strong Support,8
Caucasian,F,65+,Montcalm,1. Strong Support,4
Caucasian,M,65+,Kent,Not Voting,2
Asian,M,45-64,Washtenaw,Undecided/Unsure,3
Caucasian,F,18-29,Isabella,2. Lean Support,4
Asian,F,18-29,Kent,Not Voting,1
Hispanic,M,18-29,Kent,Not Voting,1
Caucasian,M,45-64,Allegan,1. Strong Support,2
Caucasian,F,65+,Bay,Not Voting,1
Caucasian,M,45-64,Alcona,5. Strong Oppose,1
Caucasian,M,45-64,Houghton,Undecided/Unsure,1
Hispanic,F,45-64,Van Buren,5. Strong Oppose,1
Native American,M,18-29,Muskegon,Undecided/Unsure,1
Black,M,30-44,Oakland,1. Strong Support,2012
Caucasian,M,18-29,Kent,1. Strong Support,414
Caucasian,F,30-44,Delta,5. Strong Oppose,11
Caucasian,M,18-29,Macomb,2. Lean Support,11
Caucasian,F,18-29,Van Buren,1. Strong Support,6
Hispanic,M,30-44,Lenawee,Not Voting,1
Caucasian,M,65+,Mackinac,5. Strong Oppose,2
Black,F,18-29,Calhoun,1. Strong Support,17
Caucasian,M,30-44,Lenawee,4. Lean Oppose,3
Unknown,F,30-44,Gratiot,1. Strong Support,3
Unknown,F,45-64,Dickinson,4. Lean Oppose,1
Asian,F,30-44,Kent,Undecided/Unsure,1
Caucasian,M,18-29,Lenawee,2. Lean Support,1
Hispanic,F,30-44,Washtenaw,1. Strong Support,40
Black,F,18-29,Kent,4. Lean Oppose,13
Black,F,18-29,Oakland,Not Voting,26
Asian,F,45-64,Oakland,4. Lean Oppose,6
Hispanic,M,45-64,Calhoun,1. Strong Support,9
Black,F,30-44,Baraga,5. Strong Oppose,8
Caucasian,M,45-64,Ingham,4. Lean Oppose,1
Caucasian,F,45-64,Chippewa,1. Strong Support,9
Black,F,65+,Kalamazoo,Undecided/Unsure,3
Hispanic,M,18-29,Ingham,Undecided/Unsure,3
Caucasian,M,30-44,Calhoun,4. Lean Oppose,5
Unknown,F,18-29,Macomb,2. Lean Support,1
Hispanic,M,30-44,Genesee,Not Voting,2
Caucasian,M,45-64,Newaygo,1. Strong Support,3
Caucasian,F,30-44,Monroe,Undecided/Unsure,2
Caucasian,M,45-64,Wayne,Undecided/Unsure,47
Caucasian,F,65+,Livingston,1. Strong Support,20
Caucasian,F,65+,Wayne,2. Lean Support,39
Unknown,M,45-64,Genesee,Undecided/Unsure,5
Unknown,M,30-44,Macomb,5. Strong Oppose,22
Caucasian,F,45-64,Ingham,2. Lean Support,5
Unknown,M,30-44,Kent,4. Lean Oppose,10
Black,M,18-29,Calhoun,Undecided/Unsure,5
Hispanic,M,45-64,Oakland,1. Strong Support,83
Unknown,M,30-44,Monroe,5. Strong Oppose,4
Hispanic,F,65+,Saginaw,4. Lean Oppose,3
Caucasian,M,30-44,Jackson,Undecided/Unsure,4
Unknown,M,45-64,Ottawa,1. Strong Support,3
Black,F,65+,Jackson,1. Strong Support,4
Caucasian,M,65+,Washtenaw,4. Lean Oppose,1
Caucasian,M,30-44,Jackson,4. Lean Oppose,2
Asian,M,65+,Wayne,2. Lean Support,1
Black,F,65+,Oakland,1. Strong Support,2440
Unknown,F,65+,Genesee,2. Lean Support,1
Caucasian,M,45-64,Isabella,5. Strong Oppose,2
Hispanic,M,30-44,Macomb,5. Strong Oppose,22
Hispanic,M,30-44,Genesee,5. Strong Oppose,14
Black,F,30-44,Calhoun,Undecided/Unsure,9
Asian,F,18-29,Macomb,5. Strong Oppose,20
Unknown,F,18-29,Kalamazoo,1. Strong Support,20
Caucasian,F,30-44,Eaton,1. Strong Support,28
Hispanic,F,30-44,Wayne,2. Lean Support,11
Black,M,30-44,Washtenaw,5. Strong Oppose,72
Caucasian,M,18-29,Clare,5. Strong Oppose,2
Caucasian,F,65+,Baraga,5. Strong Oppose,1
Caucasian,M,65+,Cass,5. Strong Oppose,5
Hispanic,M,65+,Lenawee,1. Strong Support,2
Asian,F,65+,Kalamazoo,1. Strong Support,1
Hispanic,F,18-29,Eaton,5. Strong Oppose,1
Caucasian,M,45-64,Grand Traverse,1. Strong Support,9
Caucasian,M,45-64,Eaton,1. Strong Support,3
Black,F,30-44,Saginaw,1. Strong Support,141
Asian,F,30-44,Kent,1. Strong Support,11
Caucasian,M,65+,Sanilac,1. Strong Support,2
Black,M,45-64,Washtenaw,5. Strong Oppose,49
Unknown,F,30-44,Saginaw,2. Lean Support,2
Caucasian,M,45-64,Hillsdale,1. Strong Support,6
Caucasian,F,65+,Tuscola,1. Strong Support,6
Hispanic,F,65+,Saginaw,1. Strong Support,4
Unknown,F,45-64,Midland,1. Strong Support,2
Caucasian,M,65+,Wayne,5. Strong Oppose,265
Black,M,65+,Wayne,1. Strong Support,2572
Asian,M,45-64,Washtenaw,1. Strong Support,61
Hispanic,M,45-64,Kent,4. Lean Oppose,4
Hispanic,M,65+,Macomb,5. Strong Oppose,6
Black,F,18-29,Wayne,5. Strong Oppose,537
Caucasian,M,30-44,Wayne,Not Voting,43
Caucasian,F,18-29,Washtenaw,Undecided/Unsure,22
Caucasian,F,18-29,Washtenaw,2. Lean Support,24
Caucasian,M,30-44,Livingston,Undecided/Unsure,4
Caucasian,F,18-29,Kalamazoo,4. Lean Oppose,8
Black,F,45-64,Jackson,1. Strong Support,13
Caucasian,F,30-44,Grand Traverse,1. Strong Support,19
Caucasian,F,30-44,Baraga,5. Strong Oppose,2
Black,F,65+,Hillsdale,1. Strong Support,3
Black,F,30-44,Midland,1. Strong Support,4
Asian,M,30-44,Washtenaw,4. Lean Oppose,3
Unknown,F,30-44,Macomb,4. Lean Oppose,3
Caucasian,M,65+,Iosco,5. Strong Oppose,2
Caucasian,F,65+,Oceana,4. Lean Oppose,1
Native American,F,45-64,Kalamazoo,1. Strong Support,1
Caucasian,M,65+,Berrien,1. Strong Support,9
Caucasian,M,30-44,Cheboygan,1. Strong Support,2
Unknown,F,30-44,Muskegon,1. Strong Support,5
Caucasian,M,30-44,Ingham,Not Voting,8
Black,F,18-29,Genesee,5. Strong Oppose,115
Asian,M,30-44,Kent,2. Lean Support,2
Hispanic,F,45-64,Ingham,Not Voting,10
Unknown,M,45-64,Oakland,Undecided/Unsure,33
Black,M,30-44,Oakland,Not Voting,57
Caucasian,M,30-44,Branch,5. Strong Oppose,3
Caucasian,F,65+,Ottawa,Undecided/Unsure,3
Caucasian,F,30-44,Ogemaw,1. Strong Support,1
Caucasian,M,65+,Huron,2. Lean Support,1
Caucasian,M,45-64,Iron,1. Strong Support,4
Hispanic,F,18-29,Macomb,5. Strong Oppose,1
Caucasian,M,45-64,Kalkaska,4. Lean Oppose,1
Hispanic,F,65+,Lenawee,5. Strong Oppose,1
Caucasian,F,65+,Marquette,1. Strong Support,7
Hispanic,M,65+,Oakland,5. Strong Oppose,15
Caucasian,M,45-64,Kent,4. Lean Oppose,11
Hispanic,M,30-44,Wayne,5. Strong Oppose,62
Caucasian,M,65+,Calhoun,1. Strong Support,1
Caucasian,M,30-44,Kalamazoo,2. Lean Support,34
Asian,F,30-44,Wayne,5. Strong Oppose,38
Black,M,18-29,Macomb,1. Strong Support,290
Black,M,45-64,Oakland,2. Lean Support,182
Hispanic,F,18-29,Macomb,1. Strong Support,20
Hispanic,M,30-44,Oakland,4. Lean Oppose,8
Caucasian,F,65+,Benzie,1. Strong Support,6
Black,M,45-64,Berrien,2. Lean Support,4
Black,M,45-64,Washtenaw,4. Lean Oppose,13
Caucasian,F,65+,Ogemaw,5. Strong Oppose,2
Caucasian,F,30-44,Sanilac,5. Strong Oppose,4
Caucasian,M,65+,Leelanau,5. Strong Oppose,2
Caucasian,F,18-29,Midland,4. Lean Oppose,1
Black,F,45-64,St. Clair,1. Strong Support,12
Caucasian,M,18-29,Berrien,5. Strong Oppose,12
Unknown,M,18-29,Emmet,1. Strong Support,3
Caucasian,F,65+,Leelanau,1. Strong Support,1
Caucasian,F,30-44,Midland,Undecided/Unsure,1
Black,F,45-64,Chippewa,4. Lean Oppose,1
Caucasian,M,18-29,Allegan,Undecided/Unsure,1
Unknown,M,18-29,Branch,1. Strong Support,1
Black,F,65+,Berrien,1. Strong Support,18
Unknown,F,65+,Macomb,5. Strong Oppose,4
Black,F,18-29,Clinton,1. Strong Support,1
Black,F,30-44,Kalamazoo,Not Voting,12
Black,F,18-29,Ottawa,2. Lean Support,2
Caucasian,F,30-44,Tuscola,5. Strong Oppose,7
Hispanic,M,30-44,Macomb,Undecided/Unsure,6
Caucasian,M,30-44,Benzie,1. Strong Support,3
Caucasian,F,65+,Ionia,5. Strong Oppose,1
Caucasian,F,65+,Eaton,4. Lean Oppose,1
Caucasian,F,18-29,St. Clair,Undecided/Unsure,1
Caucasian,F,65+,Macomb,5. Strong Oppose,241
Hispanic,F,45-64,Saginaw,1. Strong Support,26
Caucasian,M,65+,Kalamazoo,2. Lean Support,3
Hispanic,F,45-64,Kalamazoo,Undecided/Unsure,7
Caucasian,F,65+,Marquette,5. Strong Oppose,6
Unknown,M,30-44,Muskegon,5. Strong Oppose,2
Caucasian,M,18-29,Marquette,2. Lean Support,3
Black,F,65+,Oakland,Not Voting,21
Asian,M,30-44,Kalamazoo,5. Strong Oppose,1
Black,M,30-44,Washtenaw,Not Voting,22
Caucasian,F,18-29,Branch,Not Voting,2
Black,M,30-44,Jackson,5. Strong Oppose,6
Caucasian,F,65+,Eaton,2. Lean Support,1
Caucasian,F,65+,Eaton,5. Strong Oppose,11
Caucasian,M,65+,Gratiot,1. Strong Support,1
Caucasian,F,65+,Saginaw,4. Lean Oppose,2
Caucasian,M,30-44,Genesee,1. Strong Support,288
Caucasian,F,30-44,Bay,1. Strong Support,17
Caucasian,F,30-44,Delta,1. Strong Support,7
Caucasian,F,30-44,Macomb,Undecided/Unsure,48
Hispanic,M,30-44,Ottawa,1. Strong Support,8
Unknown,F,30-44,Kalamazoo,2. Lean Support,2
Caucasian,M,30-44,Washtenaw,Undecided/Unsure,30
Caucasian,F,65+,Alpena,5. Strong Oppose,2
Caucasian,F,45-64,Marquette,Undecided/Unsure,2
Hispanic,F,65+,Monroe,5. Strong Oppose,4
Caucasian,F,18-29,Livingston,1. Strong Support,21
Black,M,45-64,Saginaw,2. Lean Support,9
Black,M,30-44,Saginaw,4. Lean Oppose,13
Unknown,M,18-29,Kent,5. Strong Oppose,6
Caucasian,M,45-64,Cheboygan,5. Strong Oppose,2
Caucasian,M,30-44,Mason,Undecided/Unsure,3
Black,M,18-29,Saginaw,Undecided/Unsure,5
Hispanic,M,45-64,Bay,Undecided/Unsure,2
Caucasian,F,45-64,Alpena,1. Strong Support,4
Caucasian,F,65+,Schoolcraft,5. Strong Oppose,1
Unknown,F,45-64,Muskegon,5. Strong Oppose,1
Hispanic,F,45-64,Calhoun,4. Lean Oppose,1
Unknown,M,30-44,Eaton,1. Strong Support,1
Hispanic,F,30-44,Macomb,1. Strong Support,22
Caucasian,F,30-44,Kent,Not Voting,20
Hispanic,F,45-64,Wayne,2. Lean Support,1
Asian,F,18-29,Wayne,5. Strong Oppose,21
Hispanic,M,18-29,Oakland,Not Voting,9
Unknown,F,18-29,Berrien,1. Strong Support,3
Asian,M,65+,Macomb,5. Strong Oppose,3
Hispanic,F,30-44,Calhoun,5. Strong Oppose,3
Asian,M,45-64,Wayne,4. Lean Oppose,7
Black,F,45-64,Muskegon,4. Lean Oppose,3
Hispanic,M,45-64,Bay,1. Strong Support,1
Caucasian,F,30-44,Leelanau,2. Lean Support,1
